fecha_corte,vigencia,banco,tc,operaciones,monto_usd
2026-08-18,2026-08-19,BANCO GANADERO,9.7300,1,14095
2026-08-18,2026-08-19,BANCO GANADERO,10.0000,50,26616
2026-08-18,2026-08-19,BANCO GANADERO,10.8300,1,65000
2026-08-18,2026-08-19,BANCO GANADERO,11.5200,1,271982
2026-08-18,2026-08-19,BANCO GANADERO,11.5300,32,465407
2026-08-18,2026-08-19,BANCO GANADERO,11.5400,1,152017
2026-08-18,2026-08-19,BANCO GANADERO,11.5500,57,688067
2026-08-18,2026-08-19,BANCO GANADERO,11.5540,2,3000000
2026-08-18,2026-08-19,BANCO GANADERO,11.5700,2,1103050
2026-08-18,2026-08-19,BANCO GANADERO,11.5800,12,5661
2026-08-18,2026-08-19,BANCO GANADERO,11.5900,1,499975
2026-08-18,2026-08-19,BANCO GANADERO,11.6200,1,999
2026-08-18,2026-08-19,BANCO GANADERO,11.6500,3,4
2026-08-18,2026-08-19,BANCO GANADERO,11.6600,2,122
2026-08-18,2026-08-19,BANCO GANADERO,11.7100,1,85
2026-08-18,2026-08-19,BANCO GANADERO,11.8600,1,126
2026-08-18,2026-08-19,BANCO MERCANTIL SANTA CRUZ,11.0500,152,377936
2026-08-18,2026-08-19,BANCO MERCANTIL SANTA CRUZ,11.0600,1,1
2026-08-18,2026-08-19,BANCO MERCANTIL SANTA CRUZ,11.0700,1,10000
2026-08-18,2026-08-19,BANCO MERCANTIL SANTA CRUZ,11.3500,3,7800
2026-08-18,2026-08-19,BANCO MERCANTIL SANTA CRUZ,11.4500,1,14750
2026-08-18,2026-08-19,BANCO MERCANTIL SANTA CRUZ,11.5400,2,948012
2026-08-18,2026-08-19,BANCO MERCANTIL SANTA CRUZ,11.5500,3,2147
2026-08-18,2026-08-19,BANCO MERCANTIL SANTA CRUZ,11.5550,1,499940
2026-08-18,2026-08-19,BANCO MERCANTIL SANTA CRUZ,11.5750,1,1999949
2026-08-18,2026-08-19,BANCO MERCANTIL SANTA CRUZ,11.6500,2,300400
2026-08-18,2026-08-19,BANCO NACIONAL DE BOLIVIA,11.0500,55,24511
2026-08-18,2026-08-19,BANCO NACIONAL DE BOLIVIA,11.0800,1,1000
2026-08-18,2026-08-19,BANCO NACIONAL DE BOLIVIA,11.1500,1,3013
2026-08-18,2026-08-19,BANCO NACIONAL DE BOLIVIA,11.3500,107,96423
2026-08-18,2026-08-19,BANCO NACIONAL DE BOLIVIA,11.4500,2,306795
2026-08-18,2026-08-19,BANCO NACIONAL DE BOLIVIA,11.5250,1,87240
2026-08-18,2026-08-19,BANCO NACIONAL DE BOLIVIA,11.5300,1,1404365
2026-08-18,2026-08-19,BANCO NACIONAL DE BOLIVIA,11.5400,22,1580
2026-08-18,2026-08-19,BANCO NACIONAL DE BOLIVIA,11.5500,4,45206
2026-08-18,2026-08-19,BANCO NACIONAL DE BOLIVIA,11.6700,3,28640
2026-08-18,2026-08-19,BANCO NACIONAL DE BOLIVIA,11.6800,1,3425
2026-08-18,2026-08-19,BANCO PRODEM,11.2500,12,12065
2026-08-18,2026-08-19,BANCO PYME DE LA COMUNIDAD,11.1500,2,1940
2026-08-18,2026-08-19,BANCO PYME ECOFUTURO,11.1500,3,2551
2026-08-18,2026-08-19,BANCO SOLIDARIO,10.9700,26,13561
2026-08-18,2026-08-19,BANCO SOLIDARIO,11.4000,1,49960
2026-08-18,2026-08-19,BANCO SOLIDARIO,11.5000,2,124970
2026-08-18,2026-08-19,BANCO SOLIDARIO,11.5200,1,3003178
2026-08-18,2026-08-19,BANCO SOLIDARIO,11.5500,4,194776
2026-08-18,2026-08-19,BANCO UNION,10.5000,37,61103
2026-08-19,2026-08-20,BANCO BISA,11.2200,1,3000
2026-08-19,2026-08-20,BANCO BISA,11.3200,44,84279
2026-08-19,2026-08-20,BANCO BISA,11.3500,1,161
2026-08-19,2026-08-20,BANCO BISA,11.4000,6,6408
2026-08-19,2026-08-20,BANCO BISA,11.4200,6,22659
2026-08-19,2026-08-20,BANCO BISA,11.4500,11,81379
2026-08-19,2026-08-20,BANCO BISA,11.4600,2,59950
2026-08-19,2026-08-20,BANCO BISA,11.4800,3,56077
2026-08-19,2026-08-20,BANCO BISA,11.4850,1,525000
2026-08-19,2026-08-20,BANCO BISA,11.4900,6,291286
2026-08-19,2026-08-20,BANCO BISA,11.5000,9,728708
2026-08-19,2026-08-20,BANCO BISA,11.5100,5,3720635
2026-08-19,2026-08-20,BANCO BISA,11.5150,2,6172808
2026-08-19,2026-08-20,BANCO BISA,11.5200,2,1014133
2026-08-19,2026-08-20,BANCO BISA,11.5500,6,22186
2026-08-19,2026-08-20,BANCO BISA,11.6500,5,2537
2026-08-19,2026-08-20,BANCO BISA,11.7500,8,13114
2026-08-19,2026-08-20,BANCO BISA,11.9000,2,279
2026-08-19,2026-08-20,BANCO BISA,12.0000,4,3758
2026-08-19,2026-08-20,BANCO DE CRÉDITO,11.1200,18,52095
2026-08-19,2026-08-20,BANCO DE CRÉDITO,11.1500,1,18000
2026-08-19,2026-08-20,BANCO DE CRÉDITO,11.4500,2,152917
2026-08-19,2026-08-20,BANCO DE CRÉDITO,11.4800,3,709810
2026-08-19,2026-08-20,BANCO DE CRÉDITO,11.5000,3,315965
2026-08-19,2026-08-20,BANCO DE CRÉDITO,11.5200,301,21885
2026-08-19,2026-08-20,BANCO DE CRÉDITO,11.6000,1,849705
2026-08-19,2026-08-20,BANCO DE CRÉDITO,11.6200,1,4
2026-08-19,2026-08-20,BANCO DE CRÉDITO,11.6800,1,5500
2026-08-19,2026-08-20,BANCO DE CRÉDITO,11.7900,1,5000
2026-08-19,2026-08-20,BANCO DE LA NACIÓN ARGENTINA,11.0200,10,1711
2026-08-19,2026-08-20,BANCO DE LA NACIÓN ARGENTINA,11.4000,2,15425
2026-08-19,2026-08-20,BANCO ECONÓMICO,11.3200,26,19716
2026-08-19,2026-08-20,BANCO ECONÓMICO,11.5000,2,350000
2026-08-19,2026-08-20,BANCO ECONÓMICO,11.5500,2,620584
2026-08-19,2026-08-20,BANCO FIE,11.3200,27,7267
2026-08-19,2026-08-20,BANCO FIE,11.5200,1,209905
2026-08-19,2026-08-20,BANCO FORTALEZA,11.4000,1,29000
2026-08-19,2026-08-20,BANCO FORTALEZA,11.4200,6,9290
2026-08-19,2026-08-20,BANCO FORTALEZA,11.5500,1,699975
2026-08-19,2026-08-20,BANCO GANADERO,9.6300,1,9216
2026-08-19,2026-08-20,BANCO GANADERO,9.7300,1,36214
2026-08-19,2026-08-20,BANCO GANADERO,9.9600,2,6861
2026-08-19,2026-08-20,BANCO GANADERO,10.0000,47,4254
2026-08-19,2026-08-20,BANCO GANADERO,10.7000,2,655
2026-08-19,2026-08-20,BANCO GANADERO,11.3200,1,16884
2026-08-19,2026-08-20,BANCO GANADERO,11.5000,23,51137
2026-08-19,2026-08-20,BANCO GANADERO,11.5200,45,835348
2026-08-19,2026-08-20,BANCO GANADERO,11.5500,2,381907
2026-08-19,2026-08-20,BANCO GANADERO,11.5600,3,1152688
2026-08-19,2026-08-20,BANCO GANADERO,11.5700,2,1675297
2026-08-19,2026-08-20,BANCO GANADERO,11.5800,5,1513
2026-08-19,2026-08-20,BANCO GANADERO,11.6600,1,34
2026-08-19,2026-08-20,BANCO GANADERO,11.7100,3,160
2026-08-19,2026-08-20,BANCO GANADERO,11.8600,1,76
2026-08-19,2026-08-20,BANCO MERCANTIL SANTA CRUZ,11.0000,3,0
2026-08-19,2026-08-20,BANCO MERCANTIL SANTA CRUZ,11.0100,2,4
2026-08-19,2026-08-20,BANCO MERCANTIL SANTA CRUZ,11.0200,151,141564
2026-08-19,2026-08-20,BANCO MERCANTIL SANTA CRUZ,11.0300,1,0
2026-08-19,2026-08-20,BANCO MERCANTIL SANTA CRUZ,11.3200,3,139431
2026-08-19,2026-08-20,BANCO MERCANTIL SANTA CRUZ,11.4200,2,58135
2026-08-19,2026-08-20,BANCO MERCANTIL SANTA CRUZ,11.5000,1,199940
2026-08-19,2026-08-20,BANCO MERCANTIL SANTA CRUZ,11.5100,2,6991749
2026-08-19,2026-08-20,BANCO MERCANTIL SANTA CRUZ,11.5200,1,820
2026-08-19,2026-08-20,BANCO MERCANTIL SANTA CRUZ,11.5300,1,100000
2026-08-19,2026-08-20,BANCO MERCANTIL SANTA CRUZ,11.5550,2,2000000
2026-08-19,2026-08-20,BANCO MERCANTIL SANTA CRUZ,11.6050,1,2280126
2026-08-19,2026-08-20,BANCO MERCANTIL SANTA CRUZ,11.6200,2,8100
2026-08-19,2026-08-20,BANCO NACIONAL DE BOLIVIA,11.0200,1,131
2026-08-19,2026-08-20,BANCO NACIONAL DE BOLIVIA,11.3200,199,261107
2026-08-19,2026-08-20,BANCO NACIONAL DE BOLIVIA,11.3330,1,0
2026-08-19,2026-08-20,BANCO NACIONAL DE BOLIVIA,11.4500,1,20000
2026-08-19,2026-08-20,BANCO NACIONAL DE BOLIVIA,11.5100,24,777
2026-08-19,2026-08-20,BANCO NACIONAL DE BOLIVIA,11.5200,1,1430
2026-08-19,2026-08-20,BANCO NACIONAL DE BOLIVIA,11.6400,5,16065
2026-08-19,2026-08-20,BANCO NACIONAL DE BOLIVIA,11.6800,3,10337
2026-08-19,2026-08-20,BANCO PRODEM,11.2200,15,4698
2026-08-19,2026-08-20,BANCO PYME DE LA COMUNIDAD,11.1200,3,10000
2026-08-19,2026-08-20,BANCO PYME ECOFUTURO,11.1200,2,180
2026-08-19,2026-08-20,BANCO SOLIDARIO,10.9400,31,6728
2026-08-19,2026-08-20,BANCO SOLIDARIO,11.4000,3,65163
2026-08-19,2026-08-20,BANCO SOLIDARIO,11.4200,1,49960
2026-08-19,2026-08-20,BANCO SOLIDARIO,11.4900,1,109853
2026-08-19,2026-08-20,BANCO SOLIDARIO,11.5000,4,161108
2026-08-19,2026-08-20,BANCO SOLIDARIO,11.5200,1,5378
2026-08-19,2026-08-20,BANCO SOLIDARIO,11.5500,1,499980
2026-08-19,2026-08-20,BANCO UNION,10.5000,18,446
2026-08-19,2026-08-20,BANCO UNION,11.4700,1,79923
2026-08-20,2026-08-21,BANCO BISA,11.2200,1,200
2026-08-20,2026-08-21,BANCO BISA,11.3200,30,146724
2026-08-20,2026-08-21,BANCO BISA,11.3500,2,537
2026-08-20,2026-08-21,BANCO BISA,11.4000,10,31047
2026-08-20,2026-08-21,BANCO BISA,11.4200,3,38146
2026-08-20,2026-08-21,BANCO BISA,11.4500,8,34484
2026-08-20,2026-08-21,BANCO BISA,11.4800,2,104616
2026-08-20,2026-08-21,BANCO BISA,11.5000,6,226242
2026-08-20,2026-08-21,BANCO BISA,11.5050,1,50000
2026-08-20,2026-08-21,BANCO BISA,11.5100,3,553418
2026-08-20,2026-08-21,BANCO BISA,11.5200,4,1348693
2026-08-20,2026-08-21,BANCO BISA,11.5250,2,3536205
2026-08-20,2026-08-21,BANCO BISA,11.5300,1,1350395
2026-08-20,2026-08-21,BANCO BISA,11.5400,1,500000
2026-08-20,2026-08-21,BANCO BISA,11.5500,4,6783
2026-08-20,2026-08-21,BANCO BISA,11.6500,4,1795
2026-08-20,2026-08-21,BANCO BISA,11.7500,6,3271
2026-08-20,2026-08-21,BANCO BISA,11.9000,3,6759
2026-08-20,2026-08-21,BANCO BISA,12.0000,2,96
2026-08-20,2026-08-21,BANCO DE CRÉDITO,11.1200,15,49333
2026-08-20,2026-08-21,BANCO DE CRÉDITO,11.3000,1,7057
2026-08-20,2026-08-21,BANCO DE CRÉDITO,11.3200,1,19140
2026-08-20,2026-08-21,BANCO DE CRÉDITO,11.4800,4,68323
2026-08-20,2026-08-21,BANCO DE CRÉDITO,11.5000,9,1061954
2026-08-20,2026-08-21,BANCO DE CRÉDITO,11.5100,1,61236
2026-08-20,2026-08-21,BANCO DE CRÉDITO,11.5200,306,26562
2026-08-20,2026-08-21,BANCO DE CRÉDITO,11.5400,4,729780
2026-08-20,2026-08-21,BANCO DE CRÉDITO,11.5500,1,500000
2026-08-20,2026-08-21,BANCO DE CRÉDITO,11.5600,1,1000000
2026-08-20,2026-08-21,BANCO DE CRÉDITO,11.6400,1,5500
2026-08-20,2026-08-21,BANCO DE CRÉDITO,11.7500,1,3720
2026-08-20,2026-08-21,BANCO DE LA NACIÓN ARGENTINA,11.0200,14,1321
2026-08-20,2026-08-21,BANCO DE LA NACIÓN ARGENTINA,11.4000,1,30000
2026-08-20,2026-08-21,BANCO DE LA NACIÓN ARGENTINA,11.5200,1,89000
2026-08-20,2026-08-21,BANCO ECONÓMICO,11.4200,40,21711
2026-08-20,2026-08-21,BANCO ECONÓMICO,11.5200,2,23309
2026-08-20,2026-08-21,BANCO ECONÓMICO,11.5300,1,152521
2026-08-20,2026-08-21,BANCO ECONÓMICO,11.5400,1,500000
2026-08-20,2026-08-21,BANCO ECONÓMICO,11.5500,1,100000
2026-08-20,2026-08-21,BANCO ECONÓMICO,11.5800,1,694785
2026-08-20,2026-08-21,BANCO FIE,11.3200,20,14575
2026-08-20,2026-08-21,BANCO FORTALEZA,10.0000,1,198
2026-08-20,2026-08-21,BANCO FORTALEZA,10.5000,1,21
2026-08-20,2026-08-21,BANCO FORTALEZA,11.4700,1,97535
2026-08-20,2026-08-21,BANCO FORTALEZA,11.5200,6,332
2026-08-20,2026-08-21,BANCO GANADERO,9.6300,1,16394
2026-08-20,2026-08-21,BANCO GANADERO,9.7300,1,33998
2026-08-20,2026-08-21,BANCO GANADERO,9.9600,1,4996
2026-08-20,2026-08-21,BANCO GANADERO,10.0000,40,11031
2026-08-20,2026-08-21,BANCO GANADERO,11.4500,1,30000
2026-08-20,2026-08-21,BANCO GANADERO,11.5000,24,73673
2026-08-20,2026-08-21,BANCO GANADERO,11.5200,52,3040333
2026-08-20,2026-08-21,BANCO GANADERO,11.5250,1,100000
2026-08-20,2026-08-21,BANCO GANADERO,11.5300,1,216716
2026-08-20,2026-08-21,BANCO GANADERO,11.5400,3,3100000
2026-08-20,2026-08-21,BANCO GANADERO,11.5500,10,453951
2026-08-20,2026-08-21,BANCO GANADERO,11.5600,1,351109
2026-08-20,2026-08-21,BANCO GANADERO,11.5800,3,1641
2026-08-20,2026-08-21,BANCO GANADERO,11.6200,1,112
2026-08-20,2026-08-21,BANCO GANADERO,11.7700,1,392
2026-08-20,2026-08-21,BANCO GANADERO,11.8600,1,384
2026-08-20,2026-08-21,BANCO MERCANTIL SANTA CRUZ,11.0100,4,3
2026-08-20,2026-08-21,BANCO MERCANTIL SANTA CRUZ,11.0200,156,280315
2026-08-20,2026-08-21,BANCO MERCANTIL SANTA CRUZ,11.4200,3,1302630
2026-08-20,2026-08-21,BANCO MERCANTIL SANTA CRUZ,11.5100,3,1679540
2026-08-20,2026-08-21,BANCO MERCANTIL SANTA CRUZ,11.5110,1,129572
2026-08-20,2026-08-21,BANCO MERCANTIL SANTA CRUZ,11.5200,2,75000
2026-08-20,2026-08-21,BANCO MERCANTIL SANTA CRUZ,11.5400,1,13140
2026-08-20,2026-08-21,BANCO MERCANTIL SANTA CRUZ,11.6200,7,268440
2026-08-20,2026-08-21,BANCO NACIONAL DE BOLIVIA,11.2940,1,0
2026-08-20,2026-08-21,BANCO NACIONAL DE BOLIVIA,11.3200,212,379645
2026-08-20,2026-08-21,BANCO NACIONAL DE BOLIVIA,11.3230,1,1
2026-08-20,2026-08-21,BANCO NACIONAL DE BOLIVIA,11.3300,1,5900
2026-08-20,2026-08-21,BANCO NACIONAL DE BOLIVIA,11.4000,3,186177
2026-08-20,2026-08-21,BANCO NACIONAL DE BOLIVIA,11.4200,1,23000
2026-08-20,2026-08-21,BANCO NACIONAL DE BOLIVIA,11.4400,1,55031
2026-08-20,2026-08-21,BANCO NACIONAL DE BOLIVIA,11.4800,1,34929
2026-08-20,2026-08-21,BANCO NACIONAL DE BOLIVIA,11.5100,17,37565
2026-08-20,2026-08-21,BANCO NACIONAL DE BOLIVIA,11.5200,6,816359
2026-08-20,2026-08-21,BANCO NACIONAL DE BOLIVIA,11.5250,1,999980
2026-08-20,2026-08-21,BANCO NACIONAL DE BOLIVIA,11.5300,3,1999975
2026-08-20,2026-08-21,BANCO NACIONAL DE BOLIVIA,11.5400,1,499975
2026-08-20,2026-08-21,BANCO NACIONAL DE BOLIVIA,11.6500,1,466
2026-08-20,2026-08-21,BANCO PRODEM,11.2200,18,13867
2026-08-20,2026-08-21,BANCO PYME DE LA COMUNIDAD,11.1200,5,1104
2026-08-20,2026-08-21,BANCO SOLIDARIO,10.9400,17,4939
2026-08-20,2026-08-21,BANCO SOLIDARIO,11.2000,1,105
2026-08-20,2026-08-21,BANCO SOLIDARIO,11.5000,2,66305
2026-08-20,2026-08-21,BANCO SOLIDARIO,11.5200,4,211195
2026-08-20,2026-08-21,BANCO SOLIDARIO,11.5810,3,2906752
2026-08-20,2026-08-21,BANCO UNION,10.5000,26,1896
2026-08-20,2026-08-21,BANCO UNION,11.4700,1,85235
